Cena,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Typ,Liczba drzwi,Liczba miejsc,Kolor,Zarejestrowany w Polsce,Stan,Wersja,Generacja,Metalik,Pierwsza rejestracja,Bezwypadkowy,Kod Silnika,Możliwość finansowania,Faktura VAT,Leasing,Numer rejestracyjny pojazdu,Serwisowany w ASO,Kraj pochodzenia,Pierwszy właściciel,VAT marża,Miesięczna rata,lub do (przebieg km),Filtr cząstek stałych,Emisja CO2,Perłowy,Homologacja ciężarowa,Akryl (niemetalizowany),Gwarancja dealerska (w cenie),Uszkodzony,Tuning,VIN,Matowy,Okres gwarancji producenta,Kierownica po prawej (Anglik),Opłata początkowa,Liczba pozostałych rat,Wartość wykupu,Zarejestrowany jako zabytek
15800PLN,Osoby prywatnej,Osobowe,Toyota,Corolla Verso,2005,224 300 km,1 794 cm3,Benzyna,130 KM,Automatyczna,Na przednie koła,Minivan,5,7,Czarny,,Używane,,,,01/03/2005,Tak,,,,,,Tak,Niemcy,,Tak,,,,,,,,,,,,,,,,,,
61900PLN,Osoby prywatnej,Osobowe,Škoda,Octavia,2015,195 000 km,1 968 cm3,Diesel,184 KM,Automatyczna,Na przednie koła,Kombi,5,5,Biały,Tak,Używane,2.0 TDI RS DSG,III (2013-),Tak,,Tak,,,,,ZGY30040,Tak,Polska,Tak,,,,Tak,,,,,,,,,,,,,,,
13900PLN,Osoby prywatnej,Osobowe,Volkswagen,Golf Plus,2006,123 000 km,1 896 cm3,Diesel,105 KM,Automatyczna,,Minivan,5,5,Czarny,Tak,Używane,1.9 TDI Q-Line DSG,,,03/08/2006,Tak,,,,,,,Niemcy,,,,123 000 km,,,,,,,,,,,,,,,,
33900PLN,Firmy,Osobowe,Opel,Astra,2015,80 159 km,1 598 cm3,Diesel,110 KM,Manualna,Na przednie koła,Kompakt,5,5,Szary,Tak,Używane,,J (2009-2015),,01/09/2015,Tak,,Tak,Tak,Tak,,Tak,,,,,,,100 g/km,,,,,,,,,,,,,,
10900PLN,Firmy,Osobowe,Peugeot,207,2007,169 000 km,1 360 cm3,Benzyna,88 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Inny kolor,,Używane,,,Tak,,Tak,,,,,,Tak,Niemcy,,Tak,,,,,,,,,,,,,,,,,,
125000PLN,Osoby prywatnej,Osobowe,BMW,Seria 7,2013,125 439 km,2 979 cm3,Benzyna,320 KM,Automatyczna,4x4 (dołączany automatycznie),Sedan,4,5,Biały,Tak,Używane,740Li,F01 (2008-2015),,,,,,,,,,Stany Zjednoczone,,,,,,,,,Tak,,,,,,,,,,,
39600PLN,Osoby prywatnej,Osobowe,Peugeot,208,2014,60 000 km,1 596 cm3,Benzyna,200 KM,Manualna,Na przednie koła,Auta małe,2,5,Czarny,,Używane,,,,,,,,,,,,Włochy,,,,,,,,,,,,,,,,,,,,
79000PLN,Osoby prywatnej,Osobowe,Mercedes-Benz,GLA,2014,75 000 km,1 556 cm3,Benzyna,156 KM,Automatyczna,Na przednie koła,SUV,5,,Biały,Tak,Używane,,,,,Tak,GLA 200,,Tak,,,Tak,Polska,Tak,,,,,,,,,,,,,,,,,,,
46900PLN,Firmy,Osobowe,Volkswagen,Touran,2014,111 896 km,1 968 cm3,Diesel,140 KM,,Na przednie koła,Minivan,5,5,Czarny,,Używane,,III (2015-),Tak,,Tak,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,
25000PLN,Osoby prywatnej,Osobowe,Renault,Megane,2010,120 351 km,1 598 cm3,Benzyna+LPG,110 KM,Manualna,,Kombi,5,5,Biały,Tak,Używane,1.6 16V Expression Euro5,III (2008-2016),,12/11/2010,,,,,,KRA1304T,Tak,Szwajcaria,,,,120 346 km,,,,,,,,,,,,,,,,
287900PLN,Firmy,Osobowe,Porsche,Panamera,2015,32 300 km,2 990 cm3,Diesel,299 KM,Automatyczna,Na tylne koła,Sedan,5,5,Niebieski,Tak,Używane,,,Tak,,Tak,,Tak,Tak,Tak,,Tak,Polska,Tak,,,,,,,,,,,,,,,,,,,
55000PLN,Osoby prywatnej,Osobowe,BMW,X3,2011,278 500 km,1 995 cm3,Diesel,184 KM,Automatyczna,,SUV,5,,Czarny,Tak,Używane,ver-20d-xdrive,F25 (2010-),,,Tak,,,,,,,Polska,,,,,,,,,,,,,,,,,,,,
14500PLN,Osoby prywatnej,Osobowe,Kia,Ceed,2009,105 366 km,1 396 cm3,Benzyna+LPG,109 KM,Manualna,Na przednie koła,Kompakt,5,5,Srebrny,Tak,Używane,Cee'd 1.4 Comfort +,I (2006-2012),Tak,,,,,,,,,Polska,,,,,,,,,,,,,,,,,,,,
11900PLN,Osoby prywatnej,Osobowe,Opel,Astra,2005,217 000 km,1 598 cm3,Benzyna,105 KM,Manualna,,Kombi,5,,Srebrny,,Używane,II 1.6 Start,H (2004-2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51900PLN,Firmy,Osobowe,Ford,Mondeo,2015,194 200 km,1 997 cm3,Diesel,150 KM,Manualna,,Sedan,5,,Szary,,Używane,2.0 TDCi Titanium,Mk5 (2014-),,,Tak,,,Tak,,,Tak,,Tak,,,,,,Tak,,,,,,,,,,,,,
100000PLN,Osoby prywatnej,Osobowe,BMW,X3,2015,60 520 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),SUV,5,5,Szary,Tak,Używane,,F25 (2010-),,27/07/2015,,,,,,,,,,,,60 520 km,,,,,,,,,,,,,,,,
149900PLN,Firmy,Osobowe,Audi,A6,2015,121 000 km,2 967 cm3,Diesel,326 KM,Automatyczna,4x4 (stały),Kombi,5,5,Niebieski,Tak,Używane,,C7 (2011-2018),Tak,12/05/2015,Tak,,Tak,Tak,,,Tak,Niemcy,,,,,,,,,,,,,,,,,,,,
31999PLN,Osoby prywatnej,Osobowe,Ford,Focus,2014,100 000 km,1 560 cm3,Diesel,115 KM,Manualna,Na przednie koła,Kombi,5,5,Szary,,Używane,1.6 TDCi Titanium,Mk3 (2010-),Tak,05/06/2014,Tak,,Tak,,,,Tak,Niemcy,,,,,,,Tak,,,,,,,,,,,,,
21600PLN,Osoby prywatnej,Osobowe,Opel,Corsa,2011,118 000 km,1 398 cm3,Benzyna,87 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Srebrny,,Używane,,D (2006-2014),Tak,,,,Tak,,,,,,,Tak,,,,,,,,,,,,,,,,,,
22000PLN,Osoby prywatnej,Osobowe,Peugeot,3008,2010,130 199 km,1 598 cm3,Benzyna,159 KM,Manualna,,SUV,5,,Brązowy,,Używane,,I (2009-2016),Tak,01/03/2010,,,,,,zh864677,,Szwajcaria,,,,,,,,,,,,,,,,,,,,
11800PLN,Osoby prywatnej,Osobowe,Volkswagen,Polo,2007,132 000 km,1 198 cm3,Benzyna,60 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Czarny,,Używane,,IV (2001-2009),Tak,,,,Tak,,,,,Niemcy,,,,,,,,,,,,,,,,,,,,
19700PLN,Osoby prywatnej,Osobowe,Mercedes-Benz,Klasa C,2006,189 000 km,1 796 cm3,Benzyna,143 KM,Manualna,Na tylne koła,Coupe,3,5,Srebrny,Tak,Używane,180 Kompressor,W203 (2000-2007),Tak,18/05/2006,Tak,,Tak,,,,,Niemcy,,,,,,,,,,,,,,,,,,,,
50000PLN,Osoby prywatnej,Osobowe,Audi,Q5,2009,250 500 km,1 968 cm3,Diesel,170 KM,Automatyczna,4x4 (stały),SUV,5,5,Czarny,Tak,Używane,,8R (2008-2016),Tak,19/10/2009,Tak,,,,,NPI12963,,Polska,,,,,Tak,,,,,,,,,,,,,,,
14200PLN,Osoby prywatnej,Osobowe,Škoda,Fabia,2007,192 911 km,1 422 cm3,Diesel,80 KM,Manualna,,Kombi,5,5,Biały,,Używane,1.4 TDI Classic,II (2007-),Tak,,Tak,,,,,,Tak,Niemcy,,,,,,,Tak,,,,,,,,,,,,,
58000PLN,Osoby prywatnej,Osobowe,Ford,Mustang,2009,137 225 km,4 606 cm3,Benzyna,315 KM,Automatyczna,Na tylne koła,Coupe,2,4,Czerwony,Tak,Używane,4.6 V8 GT,,,,,,,,,,,Kanada,,,,,,,,,,,,,,,,,,,,
110000PLN,Osoby prywatnej,Osobowe,BMW,Seria 3,2013,195 000 km,2 993 cm3,Diesel,258 KM,Automatyczna,4x4 (stały),Kombi,5,5,Niebieski,Tak,Używane,330d xDrive,F30/F31 (2012-),Tak,,Tak,,,,,,Tak,Polska,,,,,,,,,,,,,,,,,,,,
38999PLN,Firmy,Osobowe,Škoda,Superb,2012,152 000 km,1 968 cm3,Diesel,140 KM,Automatyczna,Na przednie koła,Kombi,5,5,Srebrny,Tak,Używane,2.0 TDI Active DSG,II (2008-2018),Tak,,Tak,,Tak,,Tak,,Tak,Niemcy,Tak,Tak,,,,,,,,,,,,,,,,,,
32000PLN,Osoby prywatnej,Osobowe,Alfa Romeo,Giulietta,2010,90 360 km,1 368 cm3,Benzyna,170 KM,Manualna,Na przednie koła,Kompakt,5,5,Czarny,Tak,Używane,1.4 TB MultiAir Progression,,,,Tak,,,,,,,Polska,,,,,,,,,Tak,,,,,,,,,,,
37900PLN,Osoby prywatnej,Osobowe,Opel,Insignia,2013,298 500 km,1 956 cm3,Diesel,120 KM,Manualna,Na przednie koła,Sedan,4,5,Brązowy,Tak,Używane,ver-2-0-cdti-cosmo-ecoflex-s-s,A (2008-2017),,,Tak,,,,,,,Holandia,,,,,Tak,,,,,,,,,,,,,,,
12900PLN,Firmy,Osobowe,Citroën,C3,2007,180 740 km,1 360 cm3,Benzyna,75 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Zielony,,Używane,,I (2002-2009),Tak,25/09/2007,Tak,,Tak,,,,Tak,Belgia,Tak,Tak,,,,,,,,,,,,,,,,,,
6000PLN,Osoby prywatnej,Osobowe,Opel,Astra,2007,245 000 km,1 300 cm3,Diesel,90 KM,Manualna,,Kompakt,5,,Niebieski,,Używane,,H (2004-2014),,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,
43986PLN,Firmy,Osobowe,Mini,Paceman,2013,158 900 km,1 600 cm3,Diesel,111 KM,Manualna,4x4 (dołączany automatycznie),Auta miejskie,3,5,Czarny,,Używane,,,Tak,,,,,,,,Tak,Inny,Tak,Tak,,,,,,,,,,,,,,,,,,
67800PLN,Firmy,Osobowe,BMW,Seria 5,2012,268 000 km,2 000 cm3,Diesel,218 KM,Automatyczna,4x4 (stały),Sedan,4,5,Biały,,Używane,,F10/F11 (2009-2017),,,Tak,525,Tak,,,,Tak,,,Tak,,,,,,,Tak,,,,,,,,,,,
45900PLN,Osoby prywatnej,Osobowe,BMW,X1,2012,185 300 km,1 995 cm3,Diesel,143 KM,Manualna,4x4 (stały),SUV,5,5,Brązowy,Tak,Używane,,E84 (2009-2015),Tak,,,,,,,,Tak,Niemcy,,,,,,,,,,,,,,,,,,,,
39800PLN,Osoby prywatnej,Osobowe,Ford,Grand C-MAX,2014,159 500 km,1 596 cm3,Benzyna,150 KM,Manualna,Na przednie koła,Minivan,5,5,Niebieski,Tak,Używane,,,Tak,04/04/2014,Tak,,,Tak,,PO9A181,Tak,Polska,Tak,,,,,,,,,,,,,,,,,,,
22900PLN,Firmy,Osobowe,Mazda,3,2012,156 000 km,1 560 cm3,Diesel,115 KM,Manualna,Na przednie koła,Kompakt,5,5,Czarny,Tak,Używane,1.6 CD Exclusive +,II (2009-2013),Tak,,Tak,,,,,,Tak,,,Tak,,,,5 g/km,,,,,,,,,,,,,,
14900PLN,Osoby prywatnej,Osobowe,Audi,A3,2014,196 000 km,1 600 cm3,Diesel,105 KM,Manualna,,Kompakt,4,5,Czarny,,Używane,,8V (2012-),Tak,,,,,,,,,Francja,,Tak,,,,,,,,,Tak,,,,,,,,,
30000PLN,Firmy,Osobowe,Audi,A4,2008,191 153 km,1 798 cm3,Benzyna,120 KM,Manualna,Na przednie koła,Sedan,4,5,Czarny,Tak,Używane,,B8 (2007-2015),Tak,22/10/2008,,,Tak,,Tak,,,,,,194 PLN,,,,,,,,,,,,,,,,,
95000PLN,Osoby prywatnej,Osobowe,Ford,Mustang,2007,75 000 km,4 600 cm3,Benzyna,305 KM,Manualna,Na tylne koła,Coupe,2,4,Czarny,,Używane,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,
90405PLN,Osoby prywatnej,Osobowe,Mercedes-Benz,CLS,2008,90 800 km,5 461 cm3,Benzyna,388 KM,Automatyczna,,Coupe,4,,Czarny,,Używane,,C219 (2004-2010),,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,
10900PLN,Osoby prywatnej,Osobowe,Ford,Fiesta,2006,101 021 km,1 299 cm3,Benzyna,70 KM,Manualna,,Auta miejskie,5,5,Biały,,Używane,,Mk6 (2002-2008),,,Tak,,,,,,,Niemcy,Tak,Tak,,,,,,,,,,,,,,,,,,
19500PLN,Osoby prywatnej,Osobowe,Volkswagen,Passat,2009,178 282 km,1 798 cm3,Benzyna,160 KM,Manualna,Na przednie koła,Sedan,4,5,Inny kolor,,Używane,1.8 TSI Comfortline,B6 (2005-2010),Tak,14/06/2009,Tak,,,,,WD90945,,Polska,Tak,,,,,,,,,,,,,,,,,,,
69900PLN,Firmy,Osobowe,Mercedes-Benz,ML,2009,222 000 km,2 987 cm3,Diesel,224 KM,Automatyczna,4x4 (dołączany automatycznie),SUV,5,5,Złoty,Tak,Używane,350 CDI 4-Matic,W164 (2005-2011),Tak,04/12/2009,Tak,,Tak,Tak,Tak,,Tak,Polska,Tak,,,,,,Tak,,,,,,,,,,,,,
23900PLN,Osoby prywatnej,Osobowe,Hyundai,Tucson,2009,168 000 km,2 000 cm3,Diesel,136 KM,Manualna,Na przednie koła,SUV,5,5,Biały,,Używane,,I (2004-2010),,,Tak,,Tak,,,,Tak,,Tak,Tak,,,,,,,Tak,,,,,,,,,,,
227550PLN,Osoby prywatnej,Osobowe,Land Rover,Range Rover Sport,2015,132 000 km,4 999 cm3,Benzyna,550 KM,Automatyczna,4x4 (dołączany automatycznie),SUV,5,5,Niebieski,Tak,Używane,S 5.0 V8 S/C SVR,II (2013-),Tak,,,,,Tak,,,Tak,Polska,,,,,Tak,,,,,,,Tak,,,,,,,,
9950PLN,Osoby prywatnej,Osobowe,Citroën,C3,2006,79 420 km,1 124 cm3,Benzyna,60 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Bordowy,,Używane,,I (2002-2009),Tak,,Tak,,Tak,,,,Tak,Niemcy,,Tak,,,,,,,,,,,,,,,,,,
7900PLN,Firmy,Osobowe,Fiat,Panda,2005,140 000 km,1 242 cm3,Benzyna,60 KM,Manualna,Na przednie koła,Auta małe,5,5,Szary,,Używane,1.2 Dynamic Plus,II (2003-2012),Tak,,Tak,,,,,,Tak,Niemcy,Tak,,,,,,Tak,,,,,,,,,,,,,
35000PLN,Osoby prywatnej,Osobowe,Nissan,Juke,2013,125 028 km,1 598 cm3,Benzyna,86 KM,Manualna,,SUV,5,5,Czarny,,Używane,,,,,,,,Tak,,PZ911LP,,,,,,,,,,,,,,,,,,,,,,
12888PLN,Osoby prywatnej,Osobowe,Nissan,Note,2007,155 160 km,1 400 cm3,Benzyna,88 KM,Manualna,Na przednie koła,Kompakt,5,5,Szary,,Używane,,I (2005-2013),Tak,,Tak,,,,,,Tak,,,Tak,,,,,,,,,,,,,,,,,,
26900PLN,Osoby prywatnej,Osobowe,Toyota,Yaris,2013,98 800 km,1 300 cm3,Benzyna,100 KM,Manualna,,Auta miejskie,5,5,Biały,,Używane,,III (2011-),Tak,,Tak,,Tak,,Tak,,Tak,,,Tak,,,,,,,,,,,,,,,,,,
9800PLN,Osoby prywatnej,Osobowe,Ford,Focus,2007,191 000 km,1 596 cm3,Benzyna+LPG,115 KM,Manualna,Na przednie koła,Kompakt,5,5,Srebrny,Tak,Używane,1.6 Trend,Mk2 (2004-2011),Tak,07/09/2007,,,,,,,,Polska,,,,,,,,,,,,,,,,,,,,
77900PLN,Osoby prywatnej,Osobowe,Cadillac,Escalade,2009,183 000 km,6 000 cm3,Benzyna,387 KM,Automatyczna,Na tylne koła,SUV,5,7,Czarny,Tak,Używane,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,
80000PLN,Osoby prywatnej,Osobowe,Audi,A5,2015,177 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),Sedan,5,5,Czarny,Tak,Używane,ver-2-0-tdi-clean-diesel-quattro-s-tronic,8T (2007-2016),,,Tak,,,,,,,Belgia,,,,,Tak,135 g/km,,,,,,,,,,,,,,
31900PLN,Osoby prywatnej,Osobowe,Opel,Insignia,2014,229 570 km,1 956 cm3,Diesel,130 KM,Manualna,Na przednie koła,Sedan,5,5,Srebrny,,Używane,ver-2-0-cdti,A (2008-2017),,11/08/2014,Tak,,,,,,Tak,Polska,,,,,Tak,,,,,,,,,,,,,,,
29900PLN,Osoby prywatnej,Osobowe,BMW,Seria 3,2009,131 079 km,1 995 cm3,Benzyna,170 KM,Manualna,Na tylne koła,Kombi,5,5,Czarny,Tak,Używane,,E90/E91/E92/E93 (2005-2012),,16/09/2009,,,Tak,,,KMY08596,,Niemcy,,,,,,,,,,,,,,,,,,,,
25500PLN,Osoby prywatnej,Osobowe,Mazda,6,2008,260 000 km,1 999 cm3,Benzyna+LPG,147 KM,Manualna,,Kombi,5,5,Srebrny,,Używane,2.0 Exclusive +,II (2007-2013),Tak,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,
13900PLN,Osoby prywatnej,Osobowe,Audi,A3,2006,175 000 km,1 595 cm3,Benzyna,102 KM,Manualna,Na przednie koła,Kompakt,3,5,Inny kolor,,Używane,,8P (2003-2012),Tak,,Tak,,,,,,,Niemcy,,Tak,,,,,,,,,,,,,,,,,,
42900PLN,Osoby prywatnej,Osobowe,Audi,A4,2013,210 500 km,1 968 cm3,Diesel,177 KM,Automatyczna,Na przednie koła,Kombi,5,5,Srebrny,,Używane,2.0 TDI,B8 (2007-2015),Tak,23/03/2013,,,Tak,,,,Tak,,,Tak,,,,,,,,,,,,,,,,,,
28888PLN,Osoby prywatnej,Osobowe,Opel,Insignia,2009,169 456 km,2 000 cm3,Benzyna,220 KM,Manualna,4x4 (dołączany automatycznie),Sedan,4,5,Czarny,,Używane,,A (2008-2017),Tak,,Tak,,,,,,Tak,,Tak,Tak,,,,,,,,,,,,,,,,,,
37998PLN,Firmy,Osobowe,Ford,Kuga,2009,117 329 km,1 997 cm3,Diesel,140 KM,Manualna,4x4 (dołączany automatycznie),SUV,5,5,Szary,Tak,Używane,,I (2008-2012),,30/07/2009,Tak,,Tak,Tak,Tak,,Tak,Polska,Tak,,226 PLN,,,,,,,,,,,,,,,,,
169000PLN,Osoby prywatnej,Osobowe,Maserati,GranTurismo,2008,155 000 km,4 244 cm3,Benzyna,405 KM,Automatyczna,Na tylne koła,Coupe,2,4,Czarny,Tak,Używane,,,,,Tak,,,,,,,Polska,,Tak,,,,,,,,,,,,,,,,,,
82900PLN,Osoby prywatnej,Osobowe,Volkswagen,Touareg,2012,140 000 km,3 000 cm3,Diesel,,Automatyczna,4x4 (dołączany automatycznie),SUV,,,Szary,Tak,Używane,,II (2010-),,,Tak,,,,,,Tak,Polska,Tak,,,,,,,,,,,,,,,,,,,
125000PLN,Firmy,Osobowe,Mercedes-Benz,CLS,2011,166 000 km,2 987 cm3,Diesel,265 KM,Automatyczna,Na tylne koła,Sedan,5,4,Szary,Tak,Używane,,C218 (2011-),Tak,12/07/2011,Tak,CLS 350,Tak,Tak,Tak,WZ6614U,Tak,Polska,,,,,,,,,,,,,,,,,,,,
100000PLN,Firmy,Osobowe,Land Rover,Range Rover Evoque,2014,84 141 km,1 999 cm3,Benzyna,240 KM,Automatyczna,4x4 (dołączany automatycznie),SUV,5,5,Biały,Tak,Używane,,,Tak,29/07/2014,Tak,,Tak,,Tak,,Tak,Polska,Tak,,595 PLN,,,,,,,,,,,,,,,,,
41900PLN,Osoby prywatnej,Osobowe,Ford,Tourneo Connect,2015,180 000 km,1 600 cm3,Diesel,120 KM,Manualna,Na przednie koła,Minivan,5,7,Niebieski,Tak,Używane,,II (2013-),Tak,,Tak,,Tak,,,,Tak,,Tak,Tak,,,,,,,,,,,,,,,,,,
7900PLN,Osoby prywatnej,Osobowe,Volkswagen,Fox,2009,166 000 km,1 200 cm3,Benzyna,60 KM,Manualna,Na przednie koła,Auta miejskie,3,,Szary,,Używane,,,,,Tak,,,,,,,Niemcy,,,,,,,,,,,,,,,,,,,,
29900PLN,Osoby prywatnej,Osobowe,Dacia,Duster,2014,177 000 km,1 598 cm3,Benzyna+LPG,105 KM,Manualna,Na przednie koła,SUV,5,5,Szary,,Używane,1.6 SL Garmin,,Tak,,Tak,,Tak,,,,Tak,Niemcy,,Tak,,,,,,,,,,,,,,,,,,
41500PLN,Osoby prywatnej,Osobowe,Audi,A5,2009,224 800 km,3 197 cm3,Benzyna,265 KM,Manualna,,Coupe,3,4,Czerwony,Tak,Używane,,8T (2007-2016),,,Tak,,Tak,,,,,,Tak,Tak,,,,,,,,,,,,,,,,,,
53900PLN,Osoby prywatnej,Osobowe,Hyundai,ix35,2014,66 000 km,1 591 cm3,Benzyna,135 KM,Manualna,Na przednie koła,SUV,5,5,Biały,,Używane,1.6 GDI Premium 2WD,,Tak,,Tak,,,,,,Tak,Niemcy,,Tak,,,,,,,,,,,,,,,,,,
19600PLN,Osoby prywatnej,Osobowe,Hyundai,I30,2011,119 889 km,1 396 cm3,Benzyna,109 KM,Manualna,Na przednie koła,Kompakt,5,5,Biały,Tak,Używane,1.4 Comfort,I (2007-2012),Tak,02/06/2011,Tak,,Tak,,,,Tak,Niemcy,,Tak,,,,,,,,,,,,,,,,,,
34999PLN,Osoby prywatnej,Osobowe,Audi,A6,2010,172 000 km,1 984 cm3,Benzyna,170 KM,Automatyczna,,Kombi,5,5,Szary,Tak,Używane,,C6 (2004-2011),,,Tak,,,,,,,Holandia,,,,,,,,,,,,,,,,,,,,
27800PLN,Osoby prywatnej,Osobowe,Renault,Megane,2013,124 547 km,1 598 cm3,Diesel,130 KM,Manualna,,Kombi,5,5,Szary,Tak,Używane,1.6 dCi Energy Bose,III (2008-2016),,,,,Tak,,,,,,Tak,,,,,,,,,,,,,,,,,,,
45000PLN,Firmy,Osobowe,Mercedes-Benz,Klasa B,2012,90 226 km,1 595 cm3,Benzyna,156 KM,Manualna,Na przednie koła,Minivan,5,5,Czerwony,Tak,Używane,,W246 (2011-2018),,21/09/2012,,B 200,Tak,,Tak,,Tak,Polska,,,268 PLN,,,,,,,,,,,,,,,,,
49900PLN,Osoby prywatnej,Osobowe,Honda,Odyssey,2008,179 000 km,3 471 cm3,Benzyna+LPG,248 KM,Automatyczna,Na przednie koła,Minivan,5,8,Srebrny,Tak,Używane,,,Tak,01/01/2008,,,Tak,,,,,Stany Zjednoczone,,Tak,,,,,,,,,,,,,,,,,,
23900PLN,Osoby prywatnej,Osobowe,Alfa Romeo,Giulietta,2012,230 000 km,1 400 cm3,Benzyna,170 KM,Manualna,Na przednie koła,Kompakt,5,5,Szary,,Używane,,,Tak,,Tak,,,Tak,,,,Polska,Tak,,,,,,,,,,,,,,,,,,,
59900PLN,Firmy,Osobowe,Toyota,Avensis,2015,132 131 km,1 995 cm3,Diesel,143 KM,Manualna,Na przednie koła,Kombi,5,5,Niebieski,Tak,Używane,,III (2009-),Tak,22/02/2016,,,Tak,,,,Tak,Polska,,Tak,,,,,,,,,,,,,,,,,,
13800PLN,Osoby prywatnej,Osobowe,Renault,Megane,2008,216 000 km,1 461 cm3,Diesel,105 KM,Manualna,Na przednie koła,Kompakt,5,5,Szary,,Używane,,III (2008-2016),Tak,26/11/2008,,,Tak,,,,,Francja,,Tak,,,,,,,,,,,,,,,,,,
42900PLN,Osoby prywatnej,Osobowe,BMW,X1,2011,162 000 km,1 995 cm3,Diesel,204 KM,Automatyczna,4x4 (dołączany automatycznie),SUV,5,5,Szary,Tak,Używane,xDrive23d,E84 (2009-2015),Tak,,Tak,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
69900PLN,Firmy,Osobowe,Škoda,Superb,2015,135 250 km,1 968 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,Kombi,5,5,Niebieski,Tak,Używane,,III (2015-),Tak,30/12/2015,Tak,,Tak,Tak,Tak,WB8613L,,Polska,Tak,,,,,,,,,,,,,,,,,,,
139900PLN,Firmy,Osobowe,Mercedes-Benz,Klasa E,2014,68 000 km,1 998 cm3,Benzyna,207 KM,Automatyczna,Na tylne koła,Kabriolet,3,4,Czarny,Tak,Używane,,W212 (2009-2016),Tak,,Tak,,,,,,Tak,Niemcy,,Tak,,,,,Tak,,,,,,,,,,,,,
8400PLN,Osoby prywatnej,Osobowe,Ford,Fiesta,2007,124 000 km,1 300 cm3,Benzyna,75 KM,Manualna,,Auta miejskie,5,,Niebieski,,Używane,,Mk6 (2002-2008),,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,
32000PLN,Osoby prywatnej,Osobowe,Volkswagen,Passat,2012,214 000 km,1 598 cm3,Diesel,105 KM,Manualna,Na przednie koła,Sedan,5,5,Czarny,Tak,Używane,ver-1-6-tdi-comfortline,B7 (2010-2014),,,Tak,,Tak,,,,,Niemcy,,,,,,,,,,,,,,,,,,,,
28000PLN,Osoby prywatnej,Osobowe,Opel,Insignia,2009,200 000 km,1 956 cm3,Diesel,160 KM,Manualna,,Sedan,5,5,Beżowy,Tak,Używane,2.0 CDTI Cosmo,A (2008-2017),Tak,19/02/2020,,,Tak,,,200 000,Tak,Polska,,,,,,,,,,,,,,,,,,,,
12900PLN,Osoby prywatnej,Osobowe,Citroën,C4 Picasso,2009,230 000 km,1 560 cm3,Diesel,110 KM,Manualna,Na przednie koła,Minivan,5,5,Beżowy,Tak,Używane,,I (2006-2013),Tak,,,,Tak,,,,,Polska,,,,,,,,,,,,,,,,,,,,
36900PLN,Osoby prywatnej,Osobowe,Ford,S-Max,2013,204 000 km,1 600 cm3,Diesel,115 KM,Manualna,Na przednie koła,Minivan,5,5,Biały,,Używane,,I (2006-2015),,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,
23000PLN,Osoby prywatnej,Osobowe,Ford,S-Max,2011,270 770 km,1 997 cm3,Diesel,140 KM,Automatyczna,Na przednie koła,Minivan,5,5,Srebrny,Tak,Używane,2.0 TDCi DPF Titanium,I (2006-2015),Tak,22/02/2011,Tak,,Tak,,,NO 5413R,,,,,,,,,,,,,,,,,,,,,,
21000PLN,Osoby prywatnej,Osobowe,Volkswagen,Eos,2009,192 000 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,Kabriolet,2,4,Czarny,Tak,Używane,,,Tak,,,,,,,,Tak,Belgia,,,,,Tak,,,,,,,,,,,,,,,
39900PLN,Firmy,Osobowe,Toyota,Auris,2014,74 000 km,1 400 cm3,Benzyna,100 KM,Manualna,Na przednie koła,Kompakt,5,5,Biały,,Używane,,,,,,,,,,,Tak,Niemcy,,,,,,,,,,,,,,,,,,,,
32900PLN,Firmy,Osobowe,Hyundai,ix35,2010,205 000 km,1 995 cm3,Diesel,184 KM,Manualna,,SUV,5,5,Szary,Tak,Używane,2.0 CRDi Comfort,,Tak,,,,Tak,,,,,,,Tak,,,,,,,,,,,,,,,,,,
33000PLN,Osoby prywatnej,Osobowe,Honda,Civic,2007,165 000 km,,Benzyna,,,,Auta miejskie,,,Brązowy,,Używane,,VIII (2006-2011),,,,,,,,,,,,,,,,,,,,,,,shhfn23607u007350,,,,,,,
